Nome_Jogo,Plataforma,Ano_de_Lancamento,Genero,Editora,NA_Vendas,EU_Vendas,JP_Vendas,Outras_Vendas,Vendas_Globais,Pontuacao_Critica,Contagem_Critica,Pontuacao_do_usuario,Contagem_de_usuarios,Desenvolvedor,Classificacao,Faixa_Etaria,Sucesso_Comercial,Percentual_NA,Percentual_EU,Percentual_JP,Percentual_Outras,Ranking_Genero
WWE Road to WrestleMania X8,GBA,2002,Combate,THQ,0.19,0.07,0.0,0.0,0.27,73.0,10,7.5,6,Natsume,Livre,Todos,Baixo,70.37037037037037,25.925925925925924,0.0,0.0,363.0
Yu-Gi-Oh! The Sacred Cards (JP weekly sales),GBA,2002,Rpg,Konami Digital Entertainment,0.0,0.0,0.26,0.01,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,96.29629629629629,0.037037037037037035,563.0
Medarot 3: Kabuto / Kuwagata Version,GB,2000,Rpg,Imagineer,0.0,0.0,0.27,0.0,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,563.0
Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004,Rpg,Square Enix,0.13,0.1,0.0,0.03,0.27,67.0,21,8.4,20,Racjin,+14,Restrito,Baixo,48.148148148148145,37.03703703703704,0.0,0.1111111111111111,563.0
NASCAR 06: Total Team Control,XB,2005,Corrida,Electronic Arts,0.2,0.06,0.0,0.01,0.27,79.0,25,5.9,7,EA Sports,Livre,Todos,Baixo,74.07407407407408,22.22222222222222,0.0,0.037037037037037035,484.0
BloodRayne 2,PS2,2004,Tiro,THQ,0.13,0.1,0.0,0.03,0.27,70.0,26,8.5,21,Terminal Reality,+17,Restrito,Baixo,48.148148148148145,37.03703703703704,0.0,0.1111111111111111,609.0
Rory McIlroy PGA Tour,XOne,2015,Acao,Electronic Arts,0.16,0.09,0.0,0.02,0.27,60.0,26,4.3,77,EA Tiburon,Livre,Todos,Baixo,59.25925925925925,33.33333333333333,0.0,0.07407407407407407,1312.0
The Club,X360,2008,Tiro,Sega,0.15,0.1,0.0,0.02,0.27,76.0,63,6.8,43,Bizarre Creations,+17,Restrito,Baixo,55.55555555555555,37.03703703703704,0.0,0.07407407407407407,609.0
NHL 2002,XB,2001,Esporte,Electronic Arts,0.2,0.06,0.0,0.01,0.27,89.0,17,8.8,5,EA Sports,Livre,Todos,Baixo,74.07407407407408,22.22222222222222,0.0,0.037037037037037035,1005.0
LEGO The Hobbit,XOne,2014,Acao,Warner Bros. Interactive Entertainment,0.13,0.12,0.0,0.02,0.27,69.0,20,6.8,36,TT Games,+10,Restrito,Baixo,48.148148148148145,44.44444444444444,0.0,0.07407407407407407,1312.0
Lightning Returns: Final Fantasy XIII,X360,2013,Rpg,Square Enix,0.15,0.08,0.01,0.02,0.27,69.0,21,6.6,222,Square Enix,+14,Restrito,Baixo,55.55555555555555,29.629629629629626,3.7037037037037033,0.07407407407407407,563.0
Tiger Woods PGA Tour 07,PSP,2006,Esporte,Electronic Arts,0.2,0.04,0.0,0.03,0.27,78.0,23,7.126329894144447,0,Team Fusion,Livre,Todos,Baixo,74.07407407407408,14.814814814814813,0.0,0.1111111111111111,1005.0
Jikkyou Powerful Pro Yakyuu 5,N64,1998,Esporte,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1005.0
NBA Jam 99,N64,1998,Esporte,Acclaim Entertainment,0.25,0.02,0.0,0.0,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,92.59259259259258,7.4074074074074066,0.0,0.0,1005.0
Shadow Man,N64,1999,Acao,Acclaim Entertainment,0.18,0.08,0.0,0.01,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,66.66666666666666,29.629629629629626,0.0,0.037037037037037035,1312.0
Command & Conquer,N64,1999,Estratégia,Nintendo,0.22,0.05,0.0,0.0,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,81.48148148148148,18.51851851851852,0.0,0.0,164.0
NBA In The Zone '98,N64,1997,Esporte,Konami Digital Entertainment,0.25,0.02,0.0,0.0,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,92.59259259259258,7.4074074074074066,0.0,0.0,1005.0
Shadow of Rome,PS2,2005,Acao,Capcom,0.13,0.1,0.0,0.03,0.27,75.0,52,8.3,62,Capcom,+17,Restrito,Baixo,48.148148148148145,37.03703703703704,0.0,0.1111111111111111,1312.0
Rhythm Thief & the Emperor's Treasure,3DS,2012,Diversos,Sega,0.07,0.07,0.12,0.01,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,25.925925925925924,25.925925925925924,44.44444444444444,0.037037037037037035,571.0
One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Wii,2008,Aventura,Namco Bandai Games,0.0,0.07,0.19,0.01,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,25.925925925925924,70.37037037037037,0.037037037037037035,180.0
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012,Acao,Nintendo,0.0,0.0,0.27,0.0,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1312.0
NASCAR 2011: The Game,PS3,2011,Corrida,Activision,0.25,0.0,0.0,0.02,0.27,62.0,16,3.7,15,Eutechnyx,Livre,Todos,Baixo,92.59259259259258,0.0,0.0,0.07407407407407407,484.0
Harry Potter and the Order of the Phoenix,PS2,2007,Acao,Electronic Arts,0.13,0.1,0.0,0.03,0.27,61.0,17,8.0,28,EA Games,+10,Restrito,Baixo,48.148148148148145,37.03703703703704,0.0,0.1111111111111111,1312.0
Transformers: Cybertron Adventures,Wii,2010,Acao,Activision,0.14,0.1,0.0,0.02,0.27,41.0,15,6.5,8,Next Level Games,+14,Restrito,Baixo,51.85185185185185,37.03703703703704,0.0,0.07407407407407407,1312.0
Stuntman: Ignition,PS2,2007,Corrida,THQ,0.13,0.1,0.0,0.03,0.27,71.0,8,6.4,8,Paradigm Entertainment,+14,Restrito,Baixo,48.148148148148145,37.03703703703704,0.0,0.1111111111111111,484.0
Monopoly,DS,2010,Diversos,Electronic Arts,0.15,0.09,0.0,0.02,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,55.55555555555555,33.33333333333333,0.0,0.07407407407407407,571.0
NHL 2K11,Wii,2010,Esporte,Take-Two Interactive,0.23,0.02,0.0,0.02,0.27,62.0,12,5.8,4,Visual Concepts,+10,Restrito,Baixo,85.18518518518519,7.4074074074074066,0.0,0.07407407407407407,1005.0
Fantastic 4,XB,2005,Acao,Activision,0.2,0.06,0.0,0.01,0.27,62.0,46,6.6,8,7 Studios,+14,Restrito,Baixo,74.07407407407408,22.22222222222222,0.0,0.037037037037037035,1312.0
Mat Hoffman's Pro BMX,GBA,2001,Esporte,Activision,0.19,0.07,0.0,0.0,0.27,71.0,11,7.126329894144447,0,HotGen,Livre,Todos,Baixo,70.37037037037037,25.925925925925924,0.0,0.0,1005.0
Rapala Pro Bass Fishing 2010,PS3,2010,Esporte,Activision,0.18,0.05,0.0,0.03,0.27,68.99436302142053,0,8.5,4,FUN Labs,Livre,Todos,Baixo,66.66666666666666,18.51851851851852,0.0,0.1111111111111111,1005.0
Wipeout 2,X360,2011,Diversos,Activision,0.25,0.0,0.0,0.02,0.27,68.99436302142053,0,7.126329894144447,0,Endemol,+10,Restrito,Baixo,92.59259259259258,0.0,0.0,0.07407407407407407,571.0
MotoGP,PS2,2000,Corrida,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27,77.0,16,6.0,5,Namco,Livre,Todos,Baixo,22.22222222222222,18.51851851851852,51.85185185185185,0.07407407407407407,484.0
Mass Effect 3,WiiU,2012,Rpg,Electronic Arts,0.14,0.11,0.0,0.02,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,51.85185185185185,40.74074074074074,0.0,0.07407407407407407,563.0
Batman: Arkham Origins Blackgate,3DS,2013,Acao,Warner Bros. Interactive Entertainment,0.16,0.09,0.0,0.02,0.27,68.0,7,6.8,38,Armature Studio,+14,Restrito,Baixo,59.25925925925925,33.33333333333333,0.0,0.07407407407407407,1312.0
Jikkyou Powerful Pro Yakyuu 2,SNES,1995,Esporte,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1005.0
Shadows of the Damned,PS3,2011,Acao,Electronic Arts,0.11,0.09,0.04,0.03,0.27,77.0,56,8.1,124,Grasshopper Manufacture,+17,Restrito,Baixo,40.74074074074074,33.33333333333333,14.814814814814813,0.1111111111111111,1312.0
R.U.S.E.,PC,2010,Estratégia,Ubisoft,0.04,0.19,0.0,0.04,0.27,76.0,33,8.1,176,Eugen Systems,+14,Restrito,Baixo,14.814814814814813,70.37037037037037,0.0,0.14814814814814814,164.0
Ratatouille: Food Frenzy,DS,2007,Quebra_cabeca,THQ,0.25,0.0,0.0,0.02,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,92.59259259259258,0.0,0.0,0.07407407407407407,154.0
LEGO Marvel's Avengers,PS3,2016,Acao,Warner Bros. Interactive Entertainment,0.1,0.12,0.0,0.04,0.27,68.99436302142053,0,5.5,8,TT Games,+10,Restrito,Baixo,37.03703703703704,44.44444444444444,0.0,0.14814814814814814,1312.0
Thoroughbred Breeder II,SNES,1994,Simulação,Hect,0.0,0.0,0.27,0.0,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,318.0
Magical Vacation,GBA,2001,Rpg,Nintendo,0.0,0.0,0.26,0.01,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,96.29629629629629,0.037037037037037035,563.0
NBA Live 2004,GC,2003,Esporte,Electronic Arts,0.21,0.05,0.0,0.01,0.27,84.0,17,9.0,4,EA Sports,Livre,Todos,Baixo,77.77777777777777,18.51851851851852,0.0,0.037037037037037035,1005.0
XGIII: Extreme G Racing,PS2,2001,Corrida,Acclaim Entertainment,0.13,0.1,0.0,0.03,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,48.148148148148145,37.03703703703704,0.0,0.1111111111111111,484.0
NASCAR Thunder 2003,XB,2002,Corrida,Electronic Arts,0.2,0.06,0.0,0.01,0.27,84.0,13,7.126329894144447,0,EA Sports,Livre,Todos,Baixo,74.07407407407408,22.22222222222222,0.0,0.037037037037037035,484.0
Superbike 2000,PS,1999,Corrida,Electronic Arts,0.15,0.1,0.0,0.02,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,55.55555555555555,37.03703703703704,0.0,0.07407407407407407,484.0
Punch-Out!!,Wii,2007,Esporte,Nintendo,0.0,0.22,0.05,0.0,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,81.48148148148148,18.51851851851852,0.0,1005.0
Despicable Me: The Game,Wii,2010,Plataforma,D3Publisher,0.16,0.08,0.0,0.02,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,59.25925925925925,29.629629629629626,0.0,0.07407407407407407,440.0
Final Fantasy XI: Ultimate Collection,X360,2009,Rpg,Square Enix,0.25,0.0,0.0,0.02,0.27,68.99436302142053,0,7.126329894144447,0,Square Enix,+14,Restrito,Baixo,92.59259259259258,0.0,0.0,0.07407407407407407,563.0
Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010,Estratégia,Nintendo,0.0,0.0,0.27,0.0,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,164.0
Connect Four / Perfection / Trouble,GBA,2005,Diversos,Zoo Digital Publishing,0.19,0.07,0.0,0.0,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,70.37037037037037,25.925925925925924,0.0,0.0,571.0
NFL Street 3,PSP,2006,Esporte,Electronic Arts,0.24,0.0,0.0,0.02,0.27,68.0,13,7.126329894144447,0,EA Tiburon,Livre,Todos,Baixo,88.88888888888889,0.0,0.0,0.07407407407407407,1005.0
Pro Evolution Soccer 2013,PSP,2012,Esporte,Konami Digital Entertainment,0.0,0.07,0.18,0.03,0.27,68.99436302142053,0,7.126329894144447,0,Konami,Livre,Todos,Baixo,0.0,25.925925925925924,66.66666666666666,0.1111111111111111,1005.0
Alundra 2: A New Legend Begins,PS,1999,Rpg,Activision,0.15,0.1,0.0,0.02,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,55.55555555555555,37.03703703703704,0.0,0.07407407407407407,563.0
Reign of Fire,PS2,2002,Tiro,BAM! Entertainment,0.13,0.1,0.0,0.03,0.27,56.0,16,7.0,4,Kuju Entertainment,+17,Restrito,Baixo,48.148148148148145,37.03703703703704,0.0,0.1111111111111111,609.0
Scooby-Doo! and the Spooky Swamp,PS2,2010,Acao,Warner Bros. Interactive Entertainment,0.08,0.11,0.0,0.08,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,29.629629629629626,40.74074074074074,0.0,0.2962962962962963,1312.0
Beyblade: Metal Masters,DS,2010,Acao,Konami Digital Entertainment,0.14,0.09,0.0,0.03,0.27,65.0,4,7.126329894144447,0,Amble,Livre,Todos,Baixo,51.85185185185185,33.33333333333333,0.0,0.1111111111111111,1312.0
Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998,Esporte,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,92.59259259259258,0.07407407407407407,1005.0
The Sims 2: Pets,GC,2006,Simulação,Electronic Arts,0.21,0.05,0.0,0.01,0.27,66.0,15,7.3,8,Maxis,+14,Restrito,Baixo,77.77777777777777,18.51851851851852,0.0,0.037037037037037035,318.0
Littlest Pet Shop: Beach Friends,DS,2009,Simulação,Electronic Arts,0.25,0.0,0.0,0.02,0.27,68.99436302142053,0,7.126329894144447,0,Electronic Arts,Livre,Todos,Baixo,92.59259259259258,0.0,0.0,0.07407407407407407,318.0
Ultimate NES Remix,3DS,2014,Acao,Unknown,0.15,0.09,0.0,0.02,0.27,69.0,16,7.6,32,Indies Zero,Livre,Todos,Baixo,55.55555555555555,33.33333333333333,0.0,0.07407407407407407,1312.0
I Spy: Spooky Mansion,Wii,2010,Quebra_cabeca,Storm City Games,0.25,0.0,0.0,0.02,0.27,68.99436302142053,0,7.126329894144447,0,Gusto Games,Livre,Todos,Baixo,92.59259259259258,0.0,0.0,0.07407407407407407,154.0
Tropico 4,PC,2011,Estratégia,Kalypso Media,0.1,0.13,0.0,0.04,0.27,78.0,46,7.7,359,Haemimont,+14,Restrito,Baixo,37.03703703703704,48.148148148148145,0.0,0.14814814814814814,164.0
The BIGS,X360,2007,Esporte,Take-Two Interactive,0.18,0.08,0.0,0.0,0.27,79.0,23,8.4,21,Blue Castle Games,Livre,Todos,Baixo,66.66666666666666,29.629629629629626,0.0,0.0,1005.0
Initial D: Special Stage,PS2,2003,Corrida,Sega,0.0,0.0,0.27,0.0,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,484.0
Jurassic Park: Operation Genesis,PS2,2003,Simulação,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.27,75.0,13,8.9,21,Blue Tongue Entertainment,+14,Restrito,Baixo,48.148148148148145,37.03703703703704,0.0,0.1111111111111111,318.0
Final Doom,PS,1995,Tiro,GT Interactive,0.15,0.1,0.0,0.02,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,55.55555555555555,37.03703703703704,0.0,0.07407407407407407,609.0
NBA ShootOut 2001,PS,2000,Esporte,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.27,71.0,10,7.126329894144447,0,989 Sports,Livre,Todos,Baixo,55.55555555555555,37.03703703703704,0.0,0.07407407407407407,1005.0
Just Dance Kids 2,Wii,2011,Diversos,Ubisoft,0.25,0.0,0.0,0.02,0.27,68.99436302142053,0,7.126329894144447,0,Ubisoft,Livre,Todos,Baixo,92.59259259259258,0.0,0.0,0.07407407407407407,571.0
Knockout Kings 2002,XB,2002,Esporte,Electronic Arts,0.2,0.06,0.0,0.01,0.27,78.0,20,7.9,7,Electronic Arts,+14,Restrito,Baixo,74.07407407407408,22.22222222222222,0.0,0.037037037037037035,1005.0
Pinkalicious,DS,2011,Diversos,GameMill Entertainment,0.25,0.0,0.0,0.02,0.27,68.99436302142053,0,7.126329894144447,0,"GameMill Publishing, 1st Playable Productions",Livre,Todos,Baixo,92.59259259259258,0.0,0.0,0.07407407407407407,571.0
Cabela's Big Game Hunter 2010,X360,2009,Esporte,Activision Value,0.25,0.0,0.0,0.02,0.27,68.99436302142053,0,5.6,5,Activision,+14,Restrito,Baixo,92.59259259259258,0.0,0.0,0.07407407407407407,1005.0
Battle Arena Toshinden 3,PS,1996,Combate,Sony Computer Entertainment,0.06,0.04,0.14,0.02,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,22.22222222222222,14.814814814814813,51.85185185185185,0.07407407407407407,363.0
Jade Cocoon: Story of the Tamamayu,PS,1998,Rpg,Crave Entertainment,0.15,0.1,0.0,0.02,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,55.55555555555555,37.03703703703704,0.0,0.07407407407407407,563.0
Super Nazo Puyo: Ruruu no Ruu,SNES,1995,Quebra_cabeca,Banpresto,0.0,0.0,0.27,0.0,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,154.0
InuYasha: Feudal Combat,PS2,2005,Combate,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27,52.0,14,8.3,21,Eighting,+14,Restrito,Baixo,48.148148148148145,37.03703703703704,0.0,0.1111111111111111,363.0
Reader Rabbit Kindergarten,DS,2008,Diversos,Nordic Games,0.25,0.0,0.0,0.02,0.27,68.99436302142053,0,7.126329894144447,0,The Learning Company,Livre,Todos,Baixo,92.59259259259258,0.0,0.0,0.07407407407407407,571.0
R.U.S.E.,X360,2010,Estratégia,Ubisoft,0.12,0.11,0.0,0.02,0.27,78.0,45,7.0,38,Eugen Systems,+14,Restrito,Baixo,44.44444444444444,40.74074074074074,0.0,0.07407407407407407,164.0
Duel Masters,PS2,2004,Estratégia,Atari,0.13,0.1,0.0,0.03,0.27,66.0,20,8.3,6,High Voltage Software,Livre,Todos,Baixo,48.148148148148145,37.03703703703704,0.0,0.1111111111111111,164.0
Dragon Age Origins: Awakening,PS3,2010,Rpg,Spike,0.24,0.0,0.0,0.02,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,88.88888888888889,0.0,0.0,0.07407407407407407,563.0
Super Collapse! 3,DS,2007,Quebra_cabeca,Mumbo Jumbo,0.25,0.0,0.0,0.02,0.27,71.0,10,7.126329894144447,0,"Mac Play, MacPlay",Livre,Todos,Baixo,92.59259259259258,0.0,0.0,0.07407407407407407,154.0
Ratatouille,X360,2007,Acao,THQ,0.23,0.02,0.0,0.02,0.27,56.0,14,7.126329894144447,0,Heavy Iron Studios,Livre,Todos,Baixo,85.18518518518519,7.4074074074074066,0.0,0.07407407407407407,1312.0
MotionSports: Adrenaline,X360,2011,Esporte,Ubisoft,0.14,0.1,0.0,0.03,0.27,41.0,8,7.4,7,Ubisoft Vancouver,Livre,Todos,Baixo,51.85185185185185,37.03703703703704,0.0,0.1111111111111111,1005.0
The Dog Island,PS2,2007,Aventura,Ubisoft,0.13,0.1,0.0,0.03,0.27,68.99436302142053,0,7.0,6,Yuke's,Livre,Todos,Baixo,48.148148148148145,37.03703703703704,0.0,0.1111111111111111,180.0
Cake Mania 2: Jill's Next Adventure!,DS,2008,Quebra_cabeca,Majesco Entertainment,0.24,0.0,0.0,0.02,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,88.88888888888889,0.0,0.0,0.07407407407407407,154.0
AC/DC LIVE: Rock Band Track Pack,Wii,2008,Diversos,MTV Games,0.24,0.0,0.0,0.02,0.27,68.99436302142053,0,7.2,5,Harmonix Music Systems,+14,Restrito,Baixo,88.88888888888889,0.0,0.0,0.07407407407407407,571.0
Boogie,DS,2007,Diversos,Electronic Arts,0.24,0.0,0.0,0.02,0.27,58.0,11,7.126329894144447,0,EA Montreal,+10,Restrito,Baixo,88.88888888888889,0.0,0.0,0.07407407407407407,571.0
Jikkyou Powerful Pro Yakyuu 2010,PS3,2010,Esporte,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1005.0
Operation Armored Liberty,GBA,2003,Acao,Majesco Entertainment,0.19,0.07,0.0,0.0,0.27,68.99436302142053,0,7.126329894144447,0,Majesco Games,+14,Restrito,Baixo,70.37037037037037,25.925925925925924,0.0,0.0,1312.0
NBA 07,PS3,2006,Esporte,Sony Computer Entertainment,0.24,0.0,0.01,0.02,0.27,63.0,24,6.3,10,SCEA,Livre,Todos,Baixo,88.88888888888889,0.0,3.7037037037037033,0.07407407407407407,1005.0
Call of Juarez: The Cartel,X360,2011,Tiro,Ubisoft,0.14,0.1,0.0,0.03,0.27,47.0,62,5.7,109,Techland,+17,Restrito,Baixo,51.85185185185185,37.03703703703704,0.0,0.1111111111111111,609.0
My Japanese Coach,DS,2008,Diversos,Ubisoft,0.24,0.0,0.0,0.02,0.27,59.0,4,6.7,6,"Ubisoft, Sensory Sweep",Livre,Todos,Baixo,88.88888888888889,0.0,0.0,0.07407407407407407,571.0
Are You Smarter than a 5th Grader? Game Time,Wii,2009,Quebra_cabeca,THQ,0.25,0.0,0.0,0.02,0.27,68.99436302142053,0,7.126329894144447,0,THQ,Livre,Todos,Baixo,92.59259259259258,0.0,0.0,0.07407407407407407,154.0
Need for Speed: Most Wanted,DS,2005,Corrida,Electronic Arts,0.24,0.01,0.0,0.02,0.27,45.0,4,6.1,22,EA Canada,Livre,Todos,Baixo,88.88888888888889,3.7037037037037033,0.0,0.07407407407407407,484.0
And1 Streetball,PS2,2006,Acao,Ubisoft,0.13,0.1,0.0,0.03,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,48.148148148148145,37.03703703703704,0.0,0.1111111111111111,1312.0
Section 8,X360,2009,Tiro,SouthPeak Games,0.15,0.09,0.0,0.02,0.27,69.0,49,7.3,59,TimeGate Studios,+14,Restrito,Baixo,55.55555555555555,33.33333333333333,0.0,0.07407407407407407,609.0
Summer Athletics: The Ultimate Challenge (US sales),Wii,2008,Esporte,DTP Entertainment,0.23,0.03,0.0,0.0,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,85.18518518518519,11.11111111111111,0.0,0.0,1005.0
Sonic X: Game Boy Advance Video Volume 1,GBA,2004,Diversos,Nao_Inserido,0.19,0.07,0.0,0.0,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,70.37037037037037,25.925925925925924,0.0,0.0,571.0
ESPN NBA Basketball,XB,2003,Esporte,Sega,0.2,0.06,0.0,0.01,0.27,87.0,18,8.2,25,Visual Concepts,Livre,Todos,Baixo,74.07407407407408,22.22222222222222,0.0,0.037037037037037035,1005.0
Gallop Racer 2: One and Only Road to Victory,PS,1997,Esporte,Tecmo Koei,0.0,0.0,0.25,0.02,0.27,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,92.59259259259258,0.07407407407407407,1005.0
Sesame Street: Cookie's Counting Carnival,DS,2010,Diversos,Warner Bros. Interactive Entertainment,0.25,0.0,0.0,0.02,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,96.15384615384615,0.0,0.0,0.07692307692307693,590.0
Lowrider,PS2,2002,Diversos,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26,46.0,14,8.4,11,Pacific Century Cyber Works,+14,Restrito,Baixo,42.30769230769231,34.61538461538461,11.538461538461538,0.11538461538461538,590.0
Family Guy: Back to the Multiverse,PS3,2012,Acao,Activision,0.12,0.1,0.0,0.04,0.26,40.0,9,6.4,31,Heavy Iron Studios,+17,Restrito,Baixo,46.15384615384615,38.46153846153847,0.0,0.15384615384615385,1344.0
All-Pro Football 2K8,X360,2007,Esporte,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,75.0,22,6.8,52,Visual Concepts,+10,Restrito,Baixo,92.3076923076923,0.0,0.0,0.07692307692307693,1041.0
Dungeons & Dragons: Eye of the Beholder,GBA,2002,Rpg,Atari,0.19,0.07,0.0,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,73.07692307692307,26.923076923076927,0.0,0.0,576.0
Fish Tycoon,DS,2007,Simulação,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,46.0,9,7.0,6,"LDW, Big Fish Games",Livre,Todos,Baixo,92.3076923076923,0.0,0.0,0.07692307692307693,325.0
Plants vs. Zombies,X360,2010,Estratégia,PopCap Games,0.24,0.0,0.0,0.02,0.26,89.0,27,8.2,160,PopCap,+10,Restrito,Baixo,92.3076923076923,0.0,0.0,0.07692307692307693,172.0
Megamind: The Blue Defender,DS,2010,Aventura,THQ,0.19,0.06,0.0,0.02,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,73.07692307692307,23.076923076923077,0.0,0.07692307692307693,186.0
Gundam Breaker,PS3,2013,Acao,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1344.0
The House of the Dead 2,DC,1998,Tiro,Sega,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,615.0
Batman: Return to Arkham,PS4,2016,Acao,Warner Bros. Interactive Entertainment,0.07,0.16,0.0,0.04,0.26,73.0,28,8.5,79,"Rocksteady Studios, Virtuos",+14,Restrito,Baixo,26.923076923076927,61.53846153846154,0.0,0.15384615384615385,1344.0
